Reporting Date,Debt/Equity,Investment Route,Gross Purchases(Rs Crore),Gross Sales(Rs Crore),Net Investment (Rs Crore),Net Investment US($) million,Conversion (1 USD TO INR),nan
27-Feb-20,Equity,Sub-total,5824.71,8957.03,-3132.32,-436.69,Rs.71.7291,
28-Feb-20,Equity,Stock Exchange,6276.36,9341.16,-3064.8,-427.97,Rs.71.6124,
28-Feb-20,Equity,Primary market & others,0,0.05,-0.05,-0.01,Rs.71.6124,
28-Feb-20,Equity,Sub-total,6276.36,9341.21,-3064.85,-427.98,Rs.71.6124,
02-Mar-20,Equity,Stock Exchange,12531.64,15846.93,-3315.29,-459.25,Rs.72.1895,
02-Mar-20,Equity,Primary market & others,0,25.56,-25.56,-3.54,Rs.72.1895,
02-Mar-20,Equity,Sub-total,12531.64,15872.49,-3340.85,-462.79,Rs.72.1895,
03-Mar-20,Equity,Stock Exchange,9272.33,9564.53,-292.2,-40.45,Rs.72.2420,
03-Mar-20,Equity,Primary market & others,1.62,10.03,-8.41,-1.16,Rs.72.2420,
03-Mar-20,Equity,Sub-total,9273.95,9574.56,-300.61,-41.61,Rs.72.2420,
04-Mar-20,Equity,Stock Exchange,5694.86,8010.61,-2315.75,-317.78,Rs.72.8733,
04-Mar-20,Equity,Primary market & others,0,13.14,-13.14,-1.8,Rs.72.8733,
04-Mar-20,Equity,Sub-total,5694.86,8023.75,-2328.89,-319.58,Rs.72.8733,
05-Mar-20,Equity,Stock Exchange,8167.25,8948.6,-781.35,-106.22,Rs.73.5603,
05-Mar-20,Equity,Primary market & others,0,8.08,-8.08,-1.1,Rs.73.5603,
05-Mar-20,Equity,Sub-total,8167.25,8956.68,-789.43,-107.32,Rs.73.5603,
06-Mar-20,Equity,Stock Exchange,6056.38,8296.83,-2240.45,-305.73,Rs.73.2824,
06-Mar-20,Equity,Primary market & others,2.78,0.01,2.77,0.38,Rs.73.2824,
06-Mar-20,Equity,Sub-total,6059.16,8296.84,-2237.68,-305.35,Rs.73.2824,
09-Mar-20,Equity,Stock Exchange,6760.86,10208.41,-3447.55,-468.01,Rs.73.6629,
09-Mar-20,Equity,Primary market & others,0,33.3,-33.3,-4.52,Rs.73.6629,
09-Mar-20,Equity,Sub-total,6760.86,10241.71,-3480.85,-472.53,Rs.73.6629,
11-Mar-20,Equity,Stock Exchange,6044.75,12734.86,-6690.11,-904.64,Rs.73.9538,
11-Mar-20,Equity,Primary market & others,0.3,322.46,-322.16,-43.56,Rs.73.9538,
11-Mar-20,Equity,Sub-total,6045.05,13057.32,-7012.27,-948.2,Rs.73.9538,
12-Mar-20,Equity,Stock Exchange,9688.71,13163.42,-3474.71,-470.74,Rs.73.8128,
12-Mar-20,Equity,Primary market & others,0,9.01,-9.01,-1.22,Rs.73.8128,
12-Mar-20,Equity,Sub-total,9688.71,13172.43,-3483.72,-471.96,Rs.73.8128,
13-Mar-20,Equity,Stock Exchange,9229.59,12218.38,-2988.79,-402.97,Rs.74.1694,
13-Mar-20,Equity,Primary market & others,2195.9,1009.17,1186.73,160,Rs.74.1694,
13-Mar-20,Equity,Sub-total,11425.49,13227.55,-1802.06,-242.97,Rs.74.1694,
16-Mar-20,Equity,Stock Exchange,8129.11,14096.75,-5967.64,-805.68,Rs.74.0694,
16-Mar-20,Equity,Primary market & others,307.48,1080.86,-773.38,-104.41,Rs.74.0694,
16-Mar-20,Equity,Sub-total,8436.59,15177.61,-6741.02,-910.09,Rs.74.0694,
17-Mar-20,Equity,Stock Exchange,6947.49,10835.28,-3887.79,-523.45,Rs.74.2723,
17-Mar-20,Equity,Primary market & others,21.29,833.35,-812.06,-109.34,Rs.74.2723,
17-Mar-20,Equity,Sub-total,6968.78,11668.63,-4699.85,-632.79,Rs.74.2723,
18-Mar-20,Equity,Stock Exchange,7047.8,10677.94,-3630.14,-490.35,Rs.74.0309,
18-Mar-20,Equity,Primary market & others,0.08,32.9,-32.82,-4.43,Rs.74.0309,
18-Mar-20,Equity,Sub-total,7047.88,10710.84,-3662.96,-494.78,Rs.74.0309,
19-Mar-20,Equity,Stock Exchange,6549.95,11520.5,-4970.55,-670.13,Rs.74.1727,
19-Mar-20,Equity,Primary market & others,0,74.09,-74.09,-9.99,Rs.74.1727,
19-Mar-20,Equity,Sub-total,6549.95,11594.59,-5044.64,-680.12,Rs.74.1727,
20-Mar-20,Equity,Stock Exchange,6718.11,11188.99,-4470.88,-595.65,Rs.75.0583,
20-Mar-20,Equity,Primary market & others,43.24,154.04,-110.8,-14.76,Rs.75.0583,
20-Mar-20,Equity,Sub-total,6761.35,11343.03,-4581.68,-610.41,Rs.75.0583,
23-Mar-20,Equity,Stock Exchange,9456.27,12770.23,-3313.96,-441.82,Rs.75.0063,
23-Mar-20,Equity,Primary market & others,0.19,139.5,-139.31,-18.57,Rs.75.0063,
23-Mar-20,Equity,Sub-total,9456.46,12909.73,-3453.27,-460.39,Rs.75.0063,
24-Mar-20,Equity,Stock Exchange,5767.26,8403.52,-2636.26,-347.42,Rs.75.8814,
24-Mar-20,Equity,Primary market & others,0,3.87,-3.87,-0.51,Rs.75.8814,
24-Mar-20,Equity,Sub-total,5767.26,8407.39,-2640.13,-347.93,Rs.75.8814,
26-Mar-20,Equity,Stock Exchange,16505.68,20269.9,-3764.22,-494.3,Rs.76.1522,
26-Mar-20,Equity,Primary market & others,0,24.32,-24.32,-3.19,Rs.76.1522,
26-Mar-20,Equity,Sub-total,16505.68,20294.22,-3788.54,-497.49,Rs.76.1522,
27-Mar-20,Equity,Stock Exchange,9479.77,9298.81,180.96,24.05,Rs.75.2392,
27-Mar-20,Equity,Primary market & others,0.83,170.81,-169.98,-22.59,Rs.75.2392,
27-Mar-20,Equity,Sub-total,9480.6,9469.62,10.98,1.46,Rs.75.2392,
30-Mar-20,Equity,Stock Exchange,9616.29,8559.65,1056.64,141.18,Rs.74.8434,
30-Mar-20,Equity,Primary market & others,0.06,27.32,-27.26,-3.64,Rs.74.8434,
30-Mar-20,Equity,Sub-total,9616.35,8586.97,1029.38,137.54,Rs.74.8434,
31-Mar-20,Equity,Stock Exchange,6404.9,9776.01,-3371.11,-447.42,Rs.75.3451,
31-Mar-20,Equity,Primary market & others,0.92,254.47,-253.55,-33.65,Rs.75.3451,
31-Mar-20,Equity,Sub-total,6405.82,10030.48,-3624.66,-481.07,Rs.75.3451,
03-Apr-20,Equity,Stock Exchange,11647.1,15441.56,-3794.46,-503.34,Rs.75.3859,
03-Apr-20,Equity,Primary market & others,1.57,8.72,-7.15,-0.95,Rs.75.3859,
03-Apr-20,Equity,Sub-total,11648.67,15450.28,-3801.61,-504.29,Rs.75.3859,
07-Apr-20,Equity,Stock Exchange,7156.32,9379.18,-2222.86,-293.15,Rs.75.8276,
07-Apr-20,Equity,Primary market & others,0.99,26.33,-25.34,-3.34,Rs.75.8276,
07-Apr-20,Equity,Sub-total,7157.31,9405.51,-2248.2,-296.49,Rs.75.8276,
08-Apr-20,Equity,Stock Exchange,10359.44,9323.28,1036.16,136.62,Rs.75.8438,
08-Apr-20,Equity,Primary market & others,4.83,24.33,-19.5,-2.57,Rs.75.8438,
08-Apr-20,Equity,Sub-total,10364.27,9347.61,1016.66,134.05,Rs.75.8438,
09-Apr-20,Equity,Stock Exchange,9075.07,6982.1,2092.97,275.08,Rs.76.0867,
09-Apr-20,Equity,Primary market & others,0.85,11.8,-10.95,-1.44,Rs.76.0867,
09-Apr-20,Equity,Sub-total,9075.92,6993.9,2082.02,273.64,Rs.76.0867,
13-Apr-20,Equity,Stock Exchange,7376.32,5489.02,1887.3,246.84,Rs.76.4577,
13-Apr-20,Equity,Primary market & others,0.01,0.35,-0.34,-0.04,Rs.76.4577,
13-Apr-20,Equity,Sub-total,7376.33,5489.37,1886.96,246.8,Rs.76.4577,
15-Apr-20,Equity,Stock Exchange,4021.96,5082.07,-1060.11,-138.83,Rs.76.3617,
15-Apr-20,Equity,Primary market & others,0,2.59,-2.59,-0.34,Rs.76.3617,
15-Apr-20,Equity,Sub-total,4021.96,5084.66,-1062.7,-139.17,Rs.76.3617,
16-Apr-20,Equity,Stock Exchange,13726.79,12815.85,910.94,119.43,Rs.76.2743,
16-Apr-20,Equity,Primary market & others,0,1.62,-1.62,-0.21,Rs.76.2743,
16-Apr-20,Equity,Sub-total,13726.79,12817.47,909.32,119.22,Rs.76.2743,
17-Apr-20,Equity,Stock Exchange,6856.45,9447.72,-2591.27,-337.67,Rs.76.7408,
17-Apr-20,Equity,Primary market & others,0.53,0.01,0.52,0.07,Rs.76.7408,
17-Apr-20,Equity,Sub-total,6856.98,9447.73,-2590.75,-337.6,Rs.76.7408,
20-Apr-20,Equity,Stock Exchange,7681.96,8644.77,-962.81,-125.78,Rs.76.5444,
20-Apr-20,Equity,Primary market & others,0.6,4.82,-4.22,-0.55,Rs.76.5444,
20-Apr-20,Equity,Sub-total,7682.56,8649.59,-967.03,-126.33,Rs.76.5444,
21-Apr-20,Equity,Stock Exchange,5809.18,5710.1,99.08,12.93,Rs.76.6335,
21-Apr-20,Equity,Primary market & others,0,6.06,-6.06,-0.79,Rs.76.6335,
21-Apr-20,Equity,Sub-total,5809.18,5716.16,93.02,12.14,Rs.76.6335,
22-Apr-20,Equity,Stock Exchange,4301.57,6132.76,-1831.19,-238.9,Rs.76.6516,
22-Apr-20,Equity,Primary market & others,0.9,0.56,0.34,0.04,Rs.76.6516,
22-Apr-20,Equity,Sub-total,4302.47,6133.32,-1830.85,-238.86,Rs.76.6516,
23-Apr-20,Equity,Stock Exchange,5851.2,6642.65,-791.45,-103.04,Rs.76.8084,
23-Apr-20,Equity,Primary market & others,0.8,0.58,0.22,0.03,Rs.76.8084,
23-Apr-20,Equity,Sub-total,5852,6643.23,-791.23,-103.01,Rs.76.8084,
24-Apr-20,Equity,Stock Exchange,6570.24,6087.2,483.04,63.5,Rs.76.0635,
24-Apr-20,Equity,Primary market & others,0,0.5,-0.5,-0.07,Rs.76.0635,
24-Apr-20,Equity,Sub-total,6570.24,6087.7,482.54,63.43,Rs.76.0635,
27-Apr-20,Equity,Stock Exchange,5722.78,5848.5,-125.72,-16.45,Rs.76.4173,
27-Apr-20,Equity,Primary market & others,0.12,0,0.12,0.02,Rs.76.4173,
27-Apr-20,Equity,Sub-total,5722.9,5848.5,-125.6,-16.43,Rs.76.4173,
28-Apr-20,Equity,Stock Exchange,3983.52,4752.72,-769.2,-101.04,Rs.76.1269,
28-Apr-20,Equity,Primary market & others,0,1.43,-1.43,-0.19,Rs.76.1269,
28-Apr-20,Equity,Sub-total,3983.52,4754.15,-770.63,-101.23,Rs.76.1269,
29-Apr-20,Equity,Stock Exchange,4958.72,4906.41,52.31,6.85,Rs.76.3710,
29-Apr-20,Equity,Primary market & others,0,3.1,-3.1,-0.41,Rs.76.3710,
29-Apr-20,Equity,Sub-total,4958.72,4909.51,49.21,6.44,Rs.76.3710,
30-Apr-20,Equity,Stock Exchange,5587.52,4802.37,785.15,103.72,Rs.75.6961,
30-Apr-20,Equity,Primary market & others,0.16,0.01,0.15,0.02,Rs.75.6961,
30-Apr-20,Equity,Sub-total,5587.68,4802.38,785.3,103.74,Rs.75.6961,
04-May-20,Equity,Stock Exchange,9655.67,6882.77,2772.9,369.15,Rs.75.1150,
04-May-20,Equity,Primary market & others,0,0.25,-0.25,-0.03,Rs.75.1150,
04-May-20,Equity,Sub-total,9655.67,6883.02,2772.65,369.12,Rs.75.1150,
05-May-20,Equity,Stock Exchange,5775.73,6709.1,-933.37,-123.15,Rs.75.7902,
05-May-20,Equity,Primary market & others,0.13,1.06,-0.93,-0.12,Rs.75.7902,
05-May-20,Equity,Sub-total,5775.86,6710.16,-934.3,-123.27,Rs.75.7902,
06-May-20,Equity,Stock Exchange,4813.83,5131.52,-317.69,-42.04,Rs.75.5715,
06-May-20,Equity,Primary market & others,0.09,6.26,-6.17,-0.82,Rs.75.5715,
06-May-20,Equity,Sub-total,4813.92,5137.78,-323.86,-42.86,Rs.75.5715,
08-May-20,Equity,Stock Exchange,26392.08,9269.34,17122.74,2262.19,Rs.75.6911,
08-May-20,Equity,Primary market & others,0,0.03,-0.03,0,Rs.75.6911,
08-May-20,Equity,Sub-total,26392.08,9269.37,17122.71,2262.19,Rs.75.6911,
11-May-20,Equity,Stock Exchange,5944.2,3761.56,2182.64,289.32,Rs.75.4411,
11-May-20,Equity,Primary market & others,2.25,31.33,-29.08,-3.85,Rs.75.4411,
11-May-20,Equity,Sub-total,5946.45,3792.89,2153.56,285.47,Rs.75.4411,
12-May-20,Equity,Stock Exchange,5440.63,4791.93,648.7,85.71,Rs.75.6838,
12-May-20,Equity,Primary market & others,0.32,0.05,0.27,0.04,Rs.75.6838,
12-May-20,Equity,Sub-total,5440.95,4791.98,648.97,85.75,Rs.75.6838,
13-May-20,Equity,Stock Exchange,6157.26,7996.48,-1839.22,-242.66,Rs.75.7944,
13-May-20,Equity,Primary market & others,0.19,0.1,0.09,0.01,Rs.75.7944,
13-May-20,Equity,Sub-total,6157.45,7996.58,-1839.13,-242.65,Rs.75.7944,
14-May-20,Equity,Stock Exchange,6489.62,6358.57,131.05,17.38,Rs.75.3885,
14-May-20,Equity,Primary market & others,0,0,0,0,Rs.75.3885,
14-May-20,Equity,Sub-total,6489.62,6358.57,131.05,17.38,Rs.75.3885,
15-May-20,Equity,Stock Exchange,4622.58,6953.91,-2331.33,-309.02,Rs.75.4440,
15-May-20,Equity,Primary market & others,1.91,39.29,-37.38,-4.95,Rs.75.4440,
15-May-20,Equity,Sub-total,4624.49,6993.2,-2368.71,-313.97,Rs.75.4440,
18-May-20,Equity,Stock Exchange,3866.3,6388.54,-2522.24,-333.79,Rs.75.5634,
18-May-20,Equity,Primary market & others,11.68,0.02,11.66,1.54,Rs.75.5634,
18-May-20,Equity,Sub-total,3877.98,6388.56,-2510.58,-332.25,Rs.75.5634,
19-May-20,Equity,Stock Exchange,4680.85,7203.37,-2522.52,-332.2,Rs.75.9345,
19-May-20,Equity,Primary market & others,0,0.01,-0.01,0,Rs.75.9345,
19-May-20,Equity,Sub-total,4680.85,7203.38,-2522.53,-332.2,Rs.75.9345,
20-May-20,Equity,Stock Exchange,5081.4,6419.83,-1338.43,-176.89,Rs.75.6638,
20-May-20,Equity,Primary market & others,4.27,0,4.27,0.56,Rs.75.6638,
20-May-20,Equity,Sub-total,5085.67,6419.83,-1334.16,-176.33,Rs.75.6638,
21-May-20,Equity,Stock Exchange,4202.61,5886.47,-1683.86,-222.52,Rs.75.6712,
21-May-20,Equity,Primary market & others,0,16.33,-16.33,-2.16,Rs.75.6712,
21-May-20,Equity,Sub-total,4202.61,5902.8,-1700.19,-224.68,Rs.75.6712,
22-May-20,Equity,Stock Exchange,5981.04,6185.63,-204.59,-27,Rs.75.7785,
22-May-20,Equity,Primary market & others,0,1.62,-1.62,-0.21,Rs.75.7785,
22-May-20,Equity,Sub-total,5981.04,6187.25,-206.21,-27.21,Rs.75.7785,
26-May-20,Equity,Stock Exchange,4422.19,5551.69,-1129.5,-149.04,Rs.75.7868,
26-May-20,Equity,Primary market & others,0,1.07,-1.07,-0.14,Rs.75.7868,
26-May-20,Equity,Sub-total,4422.19,5552.76,-1130.57,-149.18,Rs.75.7868,
27-May-20,Equity,Stock Exchange,11762.32,6980.24,4782.08,632.21,Rs.75.6404,
27-May-20,Equity,Primary market & others,0.14,0.03,0.11,0.01,Rs.75.6404,
27-May-20,Equity,Sub-total,11762.46,6980.27,4782.19,632.22,Rs.75.6404,
28-May-20,Equity,Stock Exchange,6152.98,6319.42,-166.44,-22,Rs.75.6476,
28-May-20,Equity,Primary market & others,0,2,-2,-0.26,Rs.75.6476,
28-May-20,Equity,Sub-total,6152.98,6321.42,-168.44,-22.26,Rs.75.6476,
29-May-20,Equity,Stock Exchange,8835.62,6839.95,1995.67,263.45,Rs.75.7501,
29-May-20,Equity,Primary market & others,0.65,0,0.65,0.09,Rs.75.7501,
29-May-20,Equity,Sub-total,8836.27,6839.95,1996.32,263.54,Rs.75.7501,
01-Jun-20,Equity,Stock Exchange,25171.78,23967.09,1204.69,159.27,Rs.75.6369,
01-Jun-20,Equity,Primary market & others,0,0,0,0,Rs.75.6369,
01-Jun-20,Equity,Sub-total,25171.78,23967.09,1204.69,159.27,Rs.75.6369,
02-Jun-20,Equity,Stock Exchange,7982.4,6249.09,1733.31,229.64,Rs.75.4792,
02-Jun-20,Equity,Primary market & others,5199.78,0,5199.78,688.9,Rs.75.4792,
02-Jun-20,Equity,Sub-total,13182.18,6249.09,6933.09,918.54,Rs.75.4792,
03-Jun-20,Equity,Stock Exchange,12566.92,4676.45,7890.47,1043.89,Rs.75.5871,
03-Jun-20,Equity,Primary market & others,0.2,0.48,-0.28,-0.04,Rs.75.5871,
03-Jun-20,Equity,Sub-total,12567.12,4676.93,7890.19,1043.85,Rs.75.5871,
04-Jun-20,Equity,Stock Exchange,10111.12,7943.59,2167.53,287.75,Rs.75.3260,
04-Jun-20,Equity,Primary market & others,0,5.56,-5.56,-0.74,Rs.75.3260,
04-Jun-20,Equity,Sub-total,10111.12,7949.15,2161.97,287.01,Rs.75.3260,
05-Jun-20,Equity,Stock Exchange,8380.57,5756.38,2624.19,347.44,Rs.75.5290,
05-Jun-20,Equity,Primary market & others,0,0,0,0,Rs.75.5290,
05-Jun-20,Equity,Sub-total,8380.57,5756.38,2624.19,347.44,Rs.75.5290,
08-Jun-20,Equity,Stock Exchange,4610.42,4544.42,66,8.75,Rs.75.4665,
08-Jun-20,Equity,Primary market & others,0.9,57.4,-56.5,-7.49,Rs.75.4665,
08-Jun-20,Equity,Sub-total,4611.32,4601.82,9.5,1.26,Rs.75.4665,
09-Jun-20,Equity,Stock Exchange,6339.08,5286.73,1052.35,139.14,Rs.75.6307,
09-Jun-20,Equity,Primary market & others,0.49,0,0.49,0.06,Rs.75.6307,
09-Jun-20,Equity,Sub-total,6339.57,5286.73,1052.84,139.2,Rs.75.6307,
10-Jun-20,Equity,Stock Exchange,6464.86,5988.88,475.98,63.05,Rs.75.4931,
10-Jun-20,Equity,Primary market & others,0.72,0,0.72,0.1,Rs.75.4931,
10-Jun-20,Equity,Sub-total,6465.58,5988.88,476.7,63.15,Rs.75.4931,
11-Jun-20,Equity,Stock Exchange,5028.45,5393.93,-365.48,-48.43,Rs.75.4688,
11-Jun-20,Equity,Primary market & others,2.51,7.6,-5.09,-0.67,Rs.75.4688,
11-Jun-20,Equity,Sub-total,5030.96,5401.53,-370.57,-49.1,Rs.75.4688,
12-Jun-20,Equity,Stock Exchange,3781.44,4534.65,-753.21,-99.38,Rs.75.7907,
12-Jun-20,Equity,Primary market & others,1616.81,5.79,1611.02,212.56,Rs.75.7907,
12-Jun-20,Equity,Sub-total,5398.25,4540.44,857.81,113.18,Rs.75.7907,
15-Jun-20,Equity,Stock Exchange,3681.7,4905.71,-1224.01,-161.11,Rs.75.9730,
15-Jun-20,Equity,Primary market & others,1719.48,0.57,1718.91,226.25,Rs.75.9730,
15-Jun-20,Equity,Sub-total,5401.18,4906.28,494.9,65.14,Rs.75.9730,
16-Jun-20,Equity,Stock Exchange,2941.57,5880.96,-2939.39,-386.23,Rs.76.1056,
16-Jun-20,Equity,Primary market & others,277.61,1.19,276.42,36.32,Rs.76.1056,
16-Jun-20,Equity,Sub-total,3219.18,5882.15,-2662.97,-349.91,Rs.76.1056,
17-Jun-20,Equity,Stock Exchange,4615.19,6090.06,-1474.87,-194.47,Rs.75.8410,
17-Jun-20,Equity,Primary market & others,2.04,6.31,-4.27,-0.56,Rs.75.8410,
17-Jun-20,Equity,Sub-total,4617.23,6096.37,-1479.14,-195.03,Rs.75.8410,
18-Jun-20,Equity,Stock Exchange,5709.94,5714.46,-4.52,-0.59,Rs.76.2032,
18-Jun-20,Equity,Primary market & others,782.99,1.45,781.54,102.56,Rs.76.2032,
18-Jun-20,Equity,Sub-total,6492.93,5715.91,777.02,101.97,Rs.76.2032,
19-Jun-20,Equity,Stock Exchange,5105.72,4549.11,556.61,73.09,Rs.76.1509,
19-Jun-20,Equity,Primary market & others,0,0,0,0,Rs.76.1509,
19-Jun-20,Equity,Sub-total,5105.72,4549.11,556.61,73.09,Rs.76.1509,
22-Jun-20,Equity,Stock Exchange,14544.56,13290.37,1254.19,164.56,Rs.76.2144,
22-Jun-20,Equity,Primary market & others,0,17.52,-17.52,-2.3,Rs.76.2144,
22-Jun-20,Equity,Sub-total,14544.56,13307.89,1236.67,162.26,Rs.76.2144,
23-Jun-20,Equity,Stock Exchange,5704.77,5108.47,596.3,78.4,Rs.76.0620,
23-Jun-20,Equity,Primary market & others,0,165.49,-165.49,-21.76,Rs.76.0620,
23-Jun-20,Equity,Sub-total,5704.77,5273.96,430.81,56.64,Rs.76.0620,
24-Jun-20,Equity,Stock Exchange,5041.59,4912.04,129.55,17.1,Rs.75.7549,
24-Jun-20,Equity,Primary market & others,0,0,0,0,Rs.75.7549,
24-Jun-20,Equity,Sub-total,5041.59,4912.04,129.55,17.1,Rs.75.7549,
25-Jun-20,Equity,Stock Exchange,6681,5791.03,889.97,117.55,Rs.75.7087,
25-Jun-20,Equity,Primary market & others,200.44,0,200.44,26.48,Rs.75.7087,
25-Jun-20,Equity,Sub-total,6881.44,5791.03,1090.41,144.03,Rs.75.7087,
26-Jun-20,Equity,Stock Exchange,6418.92,6906.27,-487.35,-64.43,Rs.75.6349,
26-Jun-20,Equity,Primary market & others,0,33.53,-33.53,-4.43,Rs.75.6349,
26-Jun-20,Equity,Sub-total,6418.92,6939.8,-520.88,-68.86,Rs.75.6349,
29-Jun-20,Equity,Stock Exchange,4723.4,5706.64,-983.24,-130.27,Rs.75.4757,
29-Jun-20,Equity,Primary market & others,25.86,0.48,25.38,3.36,Rs.75.4757,
29-Jun-20,Equity,Sub-total,4749.26,5707.12,-957.86,-126.91,Rs.75.4757,
30-Jun-20,Equity,Stock Exchange,5411.14,5512.32,-101.18,-13.39,Rs.75.5680,
30-Jun-20,Equity,Primary market & others,0,2.73,-2.73,-0.36,Rs.75.5680,
30-Jun-20,Equity,Sub-total,5411.14,5515.05,-103.91,-13.75,Rs.75.5680,
01-Jul-20,Equity,Stock Exchange,4789.91,6743.86,-1953.95,-258.71,Rs.75.5270,
01-Jul-20,Equity,Primary market & others,15.37,4.21,11.16,1.48,Rs.75.5270,
01-Jul-20,Equity,Sub-total,4805.28,6748.07,-1942.79,-257.23,Rs.75.5270,
02-Jul-20,Equity,Stock Exchange,3669.49,5355.14,-1685.65,-223.02,Rs.75.5813,
02-Jul-20,Equity,Primary market & others,0.49,0,0.49,0.06,Rs.75.5813,
02-Jul-20,Equity,Sub-total,3669.98,5355.14,-1685.16,-222.96,Rs.75.5813,
03-Jul-20,Equity,Stock Exchange,4015.82,4341.78,-325.96,-43.19,Rs.75.4876,
03-Jul-20,Equity,Primary market & others,0,5.29,-5.29,-0.7,Rs.75.4876,
03-Jul-20,Equity,Sub-total,4015.82,4347.07,-331.25,-43.89,Rs.75.4876,
06-Jul-20,Equity,Stock Exchange,3303.84,2681.28,622.56,83.25,Rs.74.7843,
06-Jul-20,Equity,Primary market & others,0,1.83,-1.83,-0.24,Rs.74.7843,
06-Jul-20,Equity,Sub-total,3303.84,2683.11,620.73,83.01,Rs.74.7843,
07-Jul-20,Equity,Stock Exchange,4162.56,3681.32,481.24,64.44,Rs.74.6822,
07-Jul-20,Equity,Primary market & others,1.1,6.35,-5.25,-0.7,Rs.74.6822,
07-Jul-20,Equity,Sub-total,4163.66,3687.67,475.99,63.74,Rs.74.6822,
08-Jul-20,Equity,Stock Exchange,4039.1,5703.92,-1664.82,-222.39,Rs.74.8609,
08-Jul-20,Equity,Primary market & others,0,1,-1,-0.13,Rs.74.8609,
08-Jul-20,Equity,Sub-total,4039.1,5704.92,-1665.82,-222.52,Rs.74.8609,
09-Jul-20,Equity,Stock Exchange,5355.74,6357.74,-1002,-133.55,Rs.75.0270,
09-Jul-20,Equity,Primary market & others,0,57.46,-57.46,-7.66,Rs.75.0270,
09-Jul-20,Equity,Sub-total,5355.74,6415.2,-1059.46,-141.21,Rs.75.0270,
10-Jul-20,Equity,Stock Exchange,7008.31,4281.86,2726.45,363.51,Rs.75.0031,
10-Jul-20,Equity,Primary market & others,651.66,0.8,650.86,86.78,Rs.75.0031,
10-Jul-20,Equity,Sub-total,7659.97,4282.66,3377.31,450.29,Rs.75.0031,
13-Jul-20,Equity,Stock Exchange,2528.42,3521.17,-992.75,-131.86,Rs.75.2865,
13-Jul-20,Equity,Primary market & others,61.73,3.27,58.46,7.77,Rs.75.2865,
13-Jul-20,Equity,Sub-total,2590.15,3524.44,-934.29,-124.09,Rs.75.2865,
14-Jul-20,Equity,Stock Exchange,3630.51,3504.95,125.56,16.7,Rs.75.1567,
14-Jul-20,Equity,Primary market & others,0,209.63,-209.63,-27.89,Rs.75.1567,
14-Jul-20,Equity,Sub-total,3630.51,3714.58,-84.07,-11.19,Rs.75.1567,
15-Jul-20,Equity,Stock Exchange,3567.15,5158.62,-1591.47,-211.09,Rs.75.3935,
15-Jul-20,Equity,Primary market & others,0,0.1,-0.1,-0.01,Rs.75.3935,
15-Jul-20,Equity,Sub-total,3567.15,5158.72,-1591.57,-211.1,Rs.75.3935,
16-Jul-20,Equity,Stock Exchange,4705.91,4740.54,-34.63,-4.6,Rs.75.3123,
16-Jul-20,Equity,Primary market & others,0,0.34,-0.34,-0.05,Rs.75.3123,
16-Jul-20,Equity,Sub-total,4705.91,4740.88,-34.97,-4.65,Rs.75.3123,
17-Jul-20,Equity,Stock Exchange,4287.52,5477.05,-1189.53,-158.09,Rs.75.2420,
17-Jul-20,Equity,Primary market & others,0,12.85,-12.85,-1.71,Rs.75.2420,
17-Jul-20,Equity,Sub-total,4287.52,5489.9,-1202.38,-159.8,Rs.75.2420,
20-Jul-20,Equity,Stock Exchange,5366.79,4564.15,802.64,106.87,Rs.75.1015,
20-Jul-20,Equity,Primary market & others,0,0.33,-0.33,-0.04,Rs.75.1015,
20-Jul-20,Equity,Sub-total,5366.79,4564.48,802.31,106.83,Rs.75.1015,
21-Jul-20,Equity,Stock Exchange,4950.01,3302.22,1647.79,219.8,Rs.74.9666,
21-Jul-20,Equity,Primary market & others,0,0,0,0,Rs.74.9666,
21-Jul-20,Equity,Sub-total,4950.01,3302.22,1647.79,219.8,Rs.74.9666,
22-Jul-20,Equity,Stock Exchange,7974.99,5941.18,2033.81,272.01,Rs.74.7678,
22-Jul-20,Equity,Primary market & others,56.93,0.53,56.4,7.54,Rs.74.7678,
22-Jul-20,Equity,Sub-total,8031.92,5941.71,2090.21,279.55,Rs.74.7678,
23-Jul-20,Equity,Stock Exchange,6899.35,5183.32,1716.03,229.77,Rs.74.6848,
23-Jul-20,Equity,Primary market & others,25.26,1.87,23.39,3.13,Rs.74.6848,
23-Jul-20,Equity,Sub-total,6924.61,5185.19,1739.42,232.9,Rs.74.6848,
24-Jul-20,Equity,Stock Exchange,5771.73,3670.88,2100.85,281.04,Rs.74.7548,
24-Jul-20,Equity,Primary market & others,13.5,0,13.5,1.81,Rs.74.7548,
24-Jul-20,Equity,Sub-total,5785.23,3670.88,2114.35,282.85,Rs.74.7548,
27-Jul-20,Equity,Stock Exchange,5646.2,5269.05,377.15,50.37,Rs.74.8672,
27-Jul-20,Equity,Primary market & others,3495.74,0,3495.74,466.93,Rs.74.8672,
27-Jul-20,Equity,Sub-total,9141.94,5269.05,3872.89,517.3,Rs.74.8672,
28-Jul-20,Equity,Stock Exchange,4195.04,4563.33,-368.29,-49.26,Rs.74.7620,
28-Jul-20,Equity,Primary market & others,407.99,0.25,407.74,54.54,Rs.74.7620,
28-Jul-20,Equity,Sub-total,4603.03,4563.58,39.45,5.28,Rs.74.7620,
